"agency_cd","site_no","Date","Flow","Flow_cd","Year","Month","Day","WaterYear"
"USGS","07288500",2010-11-18,34.1,"A",2010,11,18,"2011"
"USGS","07288500",2010-11-19,42,"A",2010,11,19,"2011"
"USGS","07288500",2010-11-20,49.5,"A",2010,11,20,"2011"
"USGS","07288500",2010-11-21,51.2,"A",2010,11,21,"2011"
"USGS","07288500",2010-11-22,48.1,"A",2010,11,22,"2011"
"USGS","07288500",2010-11-23,46.2,"A",2010,11,23,"2011"
"USGS","07288500",2010-11-24,43.7,"A",2010,11,24,"2011"
"USGS","07288500",2010-11-25,39.8,"A",2010,11,25,"2011"
"USGS","07288500",2010-11-26,53.3,"A",2010,11,26,"2011"
"USGS","07288500",2010-11-27,108,"A",2010,11,27,"2011"
"USGS","07288500",2010-11-28,358,"A",2010,11,28,"2011"
"USGS","07288500",2010-11-29,558,"A",2010,11,29,"2011"
"USGS","07288500",2010-11-30,749,"A",2010,11,30,"2011"
"USGS","07288500",2010-12-01,1400,"A",2010,12,1,"2011"
"USGS","07288500",2010-12-02,1590,"A",2010,12,2,"2011"
"USGS","07288500",2010-12-03,1410,"A",2010,12,3,"2011"
"USGS","07288500",2010-12-04,1070,"A",2010,12,4,"2011"
"USGS","07288500",2010-12-05,734,"A",2010,12,5,"2011"
"USGS","07288500",2010-12-06,465,"A",2010,12,6,"2011"
"USGS","07288500",2010-12-07,280,"A",2010,12,7,"2011"
"USGS","07288500",2010-12-08,182,"A",2010,12,8,"2011"
"USGS","07288500",2010-12-09,129,"A",2010,12,9,"2011"
"USGS","07288500",2010-12-10,95.2,"A",2010,12,10,"2011"
"USGS","07288500",2010-12-11,72.5,"A",2010,12,11,"2011"
"USGS","07288500",2010-12-12,78.6,"A",2010,12,12,"2011"
"USGS","07288500",2010-12-13,129,"A",2010,12,13,"2011"
"USGS","07288500",2010-12-14,192,"A",2010,12,14,"2011"
"USGS","07288500",2010-12-15,179,"A",2010,12,15,"2011"
"USGS","07288500",2010-12-16,141,"A",2010,12,16,"2011"
"USGS","07288500",2010-12-17,109,"A",2010,12,17,"2011"
"USGS","07288500",2010-12-18,84.4,"A",2010,12,18,"2011"
"USGS","07288500",2010-12-19,72.3,"A",2010,12,19,"2011"
"USGS","07288500",2010-12-20,63.6,"A",2010,12,20,"2011"
"USGS","07288500",2010-12-21,57.8,"A",2010,12,21,"2011"
"USGS","07288500",2010-12-22,53.9,"A",2010,12,22,"2011"
"USGS","07288500",2010-12-23,53.9,"A",2010,12,23,"2011"
"USGS","07288500",2010-12-24,51.6,"A",2010,12,24,"2011"
"USGS","07288500",2010-12-25,50.8,"A",2010,12,25,"2011"
"USGS","07288500",2010-12-26,50.9,"A",2010,12,26,"2011"
"USGS","07288500",2010-12-27,49.6,"A",2010,12,27,"2011"
"USGS","07288500",2010-12-28,48.6,"A",2010,12,28,"2011"
"USGS","07288500",2010-12-29,47.4,"A",2010,12,29,"2011"
"USGS","07288500",2010-12-30,45.9,"A",2010,12,30,"2011"
"USGS","07288500",2010-12-31,43.4,"A",2010,12,31,"2011"
"USGS","07288500",2011-01-01,45.5,"A",2011,1,1,"2011"
"USGS","07288500",2011-01-02,46.6,"A",2011,1,2,"2011"
"USGS","07288500",2011-01-03,48.2,"A",2011,1,3,"2011"
"USGS","07288500",2011-01-04,45.2,"A",2011,1,4,"2011"
"USGS","07288500",2011-01-05,48,"A",2011,1,5,"2011"
"USGS","07288500",2011-01-06,46,"A",2011,1,6,"2011"
"USGS","07288500",2011-01-07,38.6,"A",2011,1,7,"2011"
"USGS","07288500",2011-01-08,34.8,"A",2011,1,8,"2011"
"USGS","07288500",2011-01-09,32.3,"A",2011,1,9,"2011"
"USGS","07288500",2011-01-10,31.7,"A",2011,1,10,"2011"
"USGS","07288500",2011-01-11,36.3,"A",2011,1,11,"2011"
"USGS","07288500",2011-01-12,42.6,"A",2011,1,12,"2011"
"USGS","07288500",2011-01-13,47.1,"A",2011,1,13,"2011"
"USGS","07288500",2011-01-14,49.1,"A",2011,1,14,"2011"
"USGS","07288500",2011-01-15,48.8,"A",2011,1,15,"2011"
"USGS","07288500",2011-01-16,49.7,"A",2011,1,16,"2011"
"USGS","07288500",2011-01-17,55.2,"A",2011,1,17,"2011"
"USGS","07288500",2011-01-18,78.9,"A",2011,1,18,"2011"
"USGS","07288500",2011-01-19,127,"A",2011,1,19,"2011"
"USGS","07288500",2011-01-20,173,"A",2011,1,20,"2011"
"USGS","07288500",2011-01-21,172,"A",2011,1,21,"2011"
"USGS","07288500",2011-01-22,138,"A",2011,1,22,"2011"
"USGS","07288500",2011-01-23,106,"A",2011,1,23,"2011"
"USGS","07288500",2011-01-24,82.8,"A",2011,1,24,"2011"
"USGS","07288500",2011-01-25,88.2,"A",2011,1,25,"2011"
"USGS","07288500",2011-01-26,236,"A",2011,1,26,"2011"
"USGS","07288500",2011-01-27,807,"A",2011,1,27,"2011"
"USGS","07288500",2011-01-28,938,"A",2011,1,28,"2011"
"USGS","07288500",2011-01-29,771,"A",2011,1,29,"2011"
"USGS","07288500",2011-01-30,524,"A",2011,1,30,"2011"
"USGS","07288500",2011-01-31,316,"A",2011,1,31,"2011"
"USGS","07288500",2011-02-01,168,"A e",2011,2,1,"2011"
"USGS","07288500",2011-02-02,285,"A e",2011,2,2,"2011"
"USGS","07288500",2011-02-03,828,"A e",2011,2,3,"2011"
"USGS","07288500",2011-02-04,855,"A",2011,2,4,"2011"
"USGS","07288500",2011-02-05,726,"A",2011,2,5,"2011"
"USGS","07288500",2011-02-06,549,"A",2011,2,6,"2011"
"USGS","07288500",2011-02-07,407,"A",2011,2,7,"2011"
"USGS","07288500",2011-02-08,284,"A",2011,2,8,"2011"
"USGS","07288500",2011-02-09,193,"A",2011,2,9,"2011"
"USGS","07288500",2011-02-10,147,"A",2011,2,10,"2011"
"USGS","07288500",2011-02-11,118,"A",2011,2,11,"2011"
"USGS","07288500",2011-02-12,98.6,"A",2011,2,12,"2011"
"USGS","07288500",2011-02-13,97.5,"A",2011,2,13,"2011"
"USGS","07288500",2011-02-14,106,"A",2011,2,14,"2011"
"USGS","07288500",2011-02-15,105,"A",2011,2,15,"2011"
"USGS","07288500",2011-02-16,104,"A",2011,2,16,"2011"
"USGS","07288500",2011-02-17,100,"A",2011,2,17,"2011"
"USGS","07288500",2011-02-18,91,"A",2011,2,18,"2011"
"USGS","07288500",2011-02-19,86.5,"A",2011,2,19,"2011"
"USGS","07288500",2011-02-20,75,"A",2011,2,20,"2011"
"USGS","07288500",2011-02-21,70,"A",2011,2,21,"2011"
"USGS","07288500",2011-02-22,62.9,"A",2011,2,22,"2011"
"USGS","07288500",2011-02-23,56.2,"A",2011,2,23,"2011"
"USGS","07288500",2011-02-24,48,"A",2011,2,24,"2011"
"USGS","07288500",2011-02-25,101,"A",2011,2,25,"2011"
"USGS","07288500",2011-02-26,166,"A",2011,2,26,"2011"
"USGS","07288500",2011-02-27,338,"A",2011,2,27,"2011"
"USGS","07288500",2011-02-28,391,"A",2011,2,28,"2011"
"USGS","07288500",2011-03-01,290,"A",2011,3,1,"2011"
"USGS","07288500",2011-03-02,202,"A",2011,3,2,"2011"
"USGS","07288500",2011-03-03,161,"A",2011,3,3,"2011"
"USGS","07288500",2011-03-04,126,"A",2011,3,4,"2011"
"USGS","07288500",2011-03-05,101,"A",2011,3,5,"2011"
"USGS","07288500",2011-03-06,93.9,"A",2011,3,6,"2011"
"USGS","07288500",2011-03-07,327,"A",2011,3,7,"2011"
"USGS","07288500",2011-03-08,629,"A",2011,3,8,"2011"
"USGS","07288500",2011-03-09,1600,"A",2011,3,9,"2011"
"USGS","07288500",2011-03-10,2350,"A",2011,3,10,"2011"
"USGS","07288500",2011-03-11,2380,"A",2011,3,11,"2011"
"USGS","07288500",2011-03-12,2020,"A",2011,3,12,"2011"
"USGS","07288500",2011-03-13,1430,"A",2011,3,13,"2011"
"USGS","07288500",2011-03-14,857,"A",2011,3,14,"2011"
"USGS","07288500",2011-03-15,500,"A",2011,3,15,"2011"
"USGS","07288500",2011-03-16,289,"A",2011,3,16,"2011"
"USGS","07288500",2011-03-17,165,"A",2011,3,17,"2011"
"USGS","07288500",2011-03-18,125,"A",2011,3,18,"2011"
"USGS","07288500",2011-03-19,104,"A",2011,3,19,"2011"
"USGS","07288500",2011-03-20,78.4,"A",2011,3,20,"2011"
"USGS","07288500",2011-03-21,65.8,"A",2011,3,21,"2011"
"USGS","07288500",2011-03-22,55.6,"A",2011,3,22,"2011"
"USGS","07288500",2011-03-23,53.2,"A",2011,3,23,"2011"
"USGS","07288500",2011-03-24,49.7,"A",2011,3,24,"2011"
"USGS","07288500",2011-03-25,45.8,"A",2011,3,25,"2011"
"USGS","07288500",2011-03-26,52.2,"A",2011,3,26,"2011"
"USGS","07288500",2011-03-27,42.5,"A",2011,3,27,"2011"
"USGS","07288500",2011-03-28,39.1,"A",2011,3,28,"2011"
"USGS","07288500",2011-03-29,41.6,"A",2011,3,29,"2011"
"USGS","07288500",2011-03-30,51,"A",2011,3,30,"2011"
"USGS","07288500",2011-03-31,113,"A",2011,3,31,"2011"
"USGS","07288500",2011-04-01,154,"A",2011,4,1,"2011"
"USGS","07288500",2011-04-02,137,"A",2011,4,2,"2011"
"USGS","07288500",2011-04-03,95.9,"A",2011,4,3,"2011"
"USGS","07288500",2011-04-04,82.9,"A",2011,4,4,"2011"
"USGS","07288500",2011-04-05,136,"A",2011,4,5,"2011"
"USGS","07288500",2011-04-06,218,"A",2011,4,6,"2011"
"USGS","07288500",2011-04-07,186,"A",2011,4,7,"2011"
"USGS","07288500",2011-04-08,124,"A",2011,4,8,"2011"
"USGS","07288500",2011-04-09,89.7,"A",2011,4,9,"2011"
"USGS","07288500",2011-04-10,66.8,"A",2011,4,10,"2011"
"USGS","07288500",2011-04-11,57.3,"A",2011,4,11,"2011"
"USGS","07288500",2011-04-12,53.3,"A",2011,4,12,"2011"
"USGS","07288500",2011-04-13,39.8,"A",2011,4,13,"2011"
"USGS","07288500",2011-04-14,34.3,"A",2011,4,14,"2011"
"USGS","07288500",2011-04-15,114,"A",2011,4,15,"2011"
"USGS","07288500",2011-04-16,338,"A",2011,4,16,"2011"
"USGS","07288500",2011-04-17,1030,"A",2011,4,17,"2011"
"USGS","07288500",2011-04-18,1010,"A",2011,4,18,"2011"
"USGS","07288500",2011-04-19,702,"A",2011,4,19,"2011"
"USGS","07288500",2011-04-20,416,"A",2011,4,20,"2011"
"USGS","07288500",2011-04-21,986,"A",2011,4,21,"2011"
"USGS","07288500",2011-04-22,2070,"A",2011,4,22,"2011"
"USGS","07288500",2011-04-23,2410,"A",2011,4,23,"2011"
"USGS","07288500",2011-04-24,2460,"A",2011,4,24,"2011"
"USGS","07288500",2011-04-25,2350,"A",2011,4,25,"2011"
"USGS","07288500",2011-04-26,2390,"A",2011,4,26,"2011"
"USGS","07288500",2011-04-27,2840,"A",2011,4,27,"2011"
"USGS","07288500",2011-04-28,3740,"A",2011,4,28,"2011"
"USGS","07288500",2011-04-29,4420,"A",2011,4,29,"2011"
"USGS","07288500",2011-04-30,4770,"A",2011,4,30,"2011"
"USGS","07288500",2011-05-01,4920,"A",2011,5,1,"2011"
"USGS","07288500",2011-05-02,4960,"A",2011,5,2,"2011"
"USGS","07288500",2011-05-03,5020,"A",2011,5,3,"2011"
"USGS","07288500",2011-05-04,5010,"A",2011,5,4,"2011"
"USGS","07288500",2011-05-05,4860,"A",2011,5,5,"2011"
"USGS","07288500",2011-05-06,4640,"A",2011,5,6,"2011"
"USGS","07288500",2011-05-07,4350,"A",2011,5,7,"2011"
"USGS","07288500",2011-05-08,4000,"A",2011,5,8,"2011"
"USGS","07288500",2011-05-09,3580,"A",2011,5,9,"2011"
"USGS","07288500",2011-05-10,3110,"A",2011,5,10,"2011"
"USGS","07288500",2011-05-11,2590,"A",2011,5,11,"2011"
"USGS","07288500",2011-05-12,2020,"A",2011,5,12,"2011"
"USGS","07288500",2011-05-13,1470,"A",2011,5,13,"2011"
"USGS","07288500",2011-05-14,1040,"A",2011,5,14,"2011"
"USGS","07288500",2011-05-15,777,"A",2011,5,15,"2011"
"USGS","07288500",2011-05-16,663,"A",2011,5,16,"2011"
"USGS","07288500",2011-05-17,606,"A",2011,5,17,"2011"
"USGS","07288500",2011-05-18,558,"A",2011,5,18,"2011"
"USGS","07288500",2011-05-19,524,"A",2011,5,19,"2011"
"USGS","07288500",2011-05-20,494,"A",2011,5,20,"2011"
"USGS","07288500",2011-05-21,493,"A",2011,5,21,"2011"
"USGS","07288500",2011-05-22,476,"A",2011,5,22,"2011"
"USGS","07288500",2011-05-23,454,"A",2011,5,23,"2011"
"USGS","07288500",2011-05-24,424,"A",2011,5,24,"2011"
"USGS","07288500",2011-05-25,386,"A",2011,5,25,"2011"
"USGS","07288500",2011-05-26,620,"A",2011,5,26,"2011"
"USGS","07288500",2011-05-27,951,"A",2011,5,27,"2011"
"USGS","07288500",2011-05-28,815,"A",2011,5,28,"2011"
"USGS","07288500",2011-05-29,586,"A",2011,5,29,"2011"
"USGS","07288500",2011-05-30,407,"A",2011,5,30,"2011"
"USGS","07288500",2011-05-31,292,"A",2011,5,31,"2011"
"USGS","07288500",2011-06-01,228,"A",2011,6,1,"2011"
"USGS","07288500",2011-06-02,191,"A",2011,6,2,"2011"
"USGS","07288500",2011-06-03,182,"A",2011,6,3,"2011"
"USGS","07288500",2011-06-04,187,"A",2011,6,4,"2011"
"USGS","07288500",2011-06-05,199,"A",2011,6,5,"2011"
"USGS","07288500",2011-06-06,199,"A",2011,6,6,"2011"
"USGS","07288500",2011-06-07,193,"A",2011,6,7,"2011"
"USGS","07288500",2011-06-08,180,"A",2011,6,8,"2011"
"USGS","07288500",2011-06-09,163,"A",2011,6,9,"2011"
"USGS","07288500",2011-06-10,153,"A",2011,6,10,"2011"
"USGS","07288500",2011-06-11,153,"A",2011,6,11,"2011"
"USGS","07288500",2011-06-12,168,"A",2011,6,12,"2011"
"USGS","07288500",2011-06-13,246,"A",2011,6,13,"2011"
"USGS","07288500",2011-06-14,293,"A",2011,6,14,"2011"
"USGS","07288500",2011-06-15,263,"A",2011,6,15,"2011"
"USGS","07288500",2011-06-16,200,"A",2011,6,16,"2011"
"USGS","07288500",2011-06-17,157,"A",2011,6,17,"2011"
"USGS","07288500",2011-06-18,147,"A",2011,6,18,"2011"
"USGS","07288500",2011-06-19,348,"A",2011,6,19,"2011"
"USGS","07288500",2011-06-20,668,"A",2011,6,20,"2011"
"USGS","07288500",2011-06-21,744,"A",2011,6,21,"2011"
"USGS","07288500",2011-06-22,753,"A",2011,6,22,"2011"
"USGS","07288500",2011-06-23,632,"A",2011,6,23,"2011"
"USGS","07288500",2011-06-24,542,"A",2011,6,24,"2011"
"USGS","07288500",2011-06-25,440,"A",2011,6,25,"2011"
"USGS","07288500",2011-06-26,323,"A",2011,6,26,"2011"
"USGS","07288500",2011-06-27,229,"A",2011,6,27,"2011"
"USGS","07288500",2011-06-28,176,"A",2011,6,28,"2011"
"USGS","07288500",2011-06-29,171,"A",2011,6,29,"2011"
"USGS","07288500",2011-06-30,232,"A",2011,6,30,"2011"
"USGS","07288500",2011-07-01,270,"A",2011,7,1,"2011"
"USGS","07288500",2011-07-02,231,"A",2011,7,2,"2011"
"USGS","07288500",2011-07-03,176,"A",2011,7,3,"2011"
"USGS","07288500",2011-07-04,155,"A",2011,7,4,"2011"
"USGS","07288500",2011-07-05,297,"A",2011,7,5,"2011"
"USGS","07288500",2011-07-06,190,"A",2011,7,6,"2011"
"USGS","07288500",2011-07-07,139,"A",2011,7,7,"2011"
"USGS","07288500",2011-07-08,133,"A",2011,7,8,"2011"
"USGS","07288500",2011-07-09,189,"A",2011,7,9,"2011"
"USGS","07288500",2011-07-10,202,"A",2011,7,10,"2011"
"USGS","07288500",2011-07-11,199,"A",2011,7,11,"2011"
"USGS","07288500",2011-07-12,181,"A",2011,7,12,"2011"
"USGS","07288500",2011-07-13,184,"A",2011,7,13,"2011"
"USGS","07288500",2011-07-14,864,"A",2011,7,14,"2011"
"USGS","07288500",2011-07-15,1930,"A",2011,7,15,"2011"
"USGS","07288500",2011-07-16,2140,"A",2011,7,16,"2011"
"USGS","07288500",2011-07-17,1840,"A",2011,7,17,"2011"
"USGS","07288500",2011-07-18,1270,"A",2011,7,18,"2011"
"USGS","07288500",2011-07-19,718,"A",2011,7,19,"2011"
"USGS","07288500",2011-07-20,356,"A",2011,7,20,"2011"
"USGS","07288500",2011-07-21,185,"A",2011,7,21,"2011"
"USGS","07288500",2011-07-22,119,"A",2011,7,22,"2011"
"USGS","07288500",2011-07-23,122,"A",2011,7,23,"2011"
"USGS","07288500",2011-07-24,236,"A",2011,7,24,"2011"
"USGS","07288500",2011-07-25,935,"A",2011,7,25,"2011"
"USGS","07288500",2011-07-26,1530,"A",2011,7,26,"2011"
"USGS","07288500",2011-07-27,1310,"A",2011,7,27,"2011"
"USGS","07288500",2011-07-28,1050,"A",2011,7,28,"2011"
"USGS","07288500",2011-07-29,773,"A",2011,7,29,"2011"
"USGS","07288500",2011-07-30,668,"A",2011,7,30,"2011"
"USGS","07288500",2011-07-31,532,"A",2011,7,31,"2011"
"USGS","07288500",2011-08-01,404,"A",2011,8,1,"2011"
"USGS","07288500",2011-08-02,292,"A",2011,8,2,"2011"
"USGS","07288500",2011-08-03,213,"A",2011,8,3,"2011"
"USGS","07288500",2011-08-04,180,"A",2011,8,4,"2011"
"USGS","07288500",2011-08-05,213,"A",2011,8,5,"2011"
"USGS","07288500",2011-08-06,270,"A",2011,8,6,"2011"
"USGS","07288500",2011-08-07,274,"A",2011,8,7,"2011"
"USGS","07288500",2011-08-08,267,"A",2011,8,8,"2011"
"USGS","07288500",2011-08-09,252,"A",2011,8,9,"2011"
"USGS","07288500",2011-08-10,260,"A",2011,8,10,"2011"
"USGS","07288500",2011-08-11,611,"A",2011,8,11,"2011"
"USGS","07288500",2011-08-12,1250,"A",2011,8,12,"2011"
"USGS","07288500",2011-08-13,1050,"A",2011,8,13,"2011"
"USGS","07288500",2011-08-14,710,"A",2011,8,14,"2011"
"USGS","07288500",2011-08-15,438,"A",2011,8,15,"2011"
"USGS","07288500",2011-08-16,259,"A",2011,8,16,"2011"
"USGS","07288500",2011-08-17,168,"A",2011,8,17,"2011"
"USGS","07288500",2011-08-18,142,"A",2011,8,18,"2011"
"USGS","07288500",2011-08-19,153,"A",2011,8,19,"2011"
"USGS","07288500",2011-08-20,328,"A",2011,8,20,"2011"
"USGS","07288500",2011-08-21,428,"A",2011,8,21,"2011"
"USGS","07288500",2011-08-22,351,"A",2011,8,22,"2011"
"USGS","07288500",2011-08-23,268,"A",2011,8,23,"2011"
"USGS","07288500",2011-08-24,191,"A",2011,8,24,"2011"
"USGS","07288500",2011-08-25,144,"A",2011,8,25,"2011"
"USGS","07288500",2011-08-26,154,"A",2011,8,26,"2011"
"USGS","07288500",2011-08-27,157,"A",2011,8,27,"2011"
"USGS","07288500",2011-08-28,141,"A",2011,8,28,"2011"
"USGS","07288500",2011-08-29,134,"A",2011,8,29,"2011"
"USGS","07288500",2011-08-30,142,"A",2011,8,30,"2011"
"USGS","07288500",2011-08-31,144,"A",2011,8,31,"2011"
"USGS","07288500",2011-09-01,139,"A",2011,9,1,"2011"
"USGS","07288500",2011-09-02,152,"A",2011,9,2,"2011"
"USGS","07288500",2011-09-03,166,"A",2011,9,3,"2011"
"USGS","07288500",2011-09-04,174,"A",2011,9,4,"2011"
"USGS","07288500",2011-09-05,915,"A",2011,9,5,"2011"
"USGS","07288500",2011-09-06,2010,"A",2011,9,6,"2011"
"USGS","07288500",2011-09-07,2020,"A",2011,9,7,"2011"
"USGS","07288500",2011-09-08,1560,"A",2011,9,8,"2011"
"USGS","07288500",2011-09-09,971,"A",2011,9,9,"2011"
"USGS","07288500",2011-09-10,535,"A",2011,9,10,"2011"
"USGS","07288500",2011-09-11,293,"A",2011,9,11,"2011"
"USGS","07288500",2011-09-12,182,"A",2011,9,12,"2011"
"USGS","07288500",2011-09-13,122,"A",2011,9,13,"2011"
"USGS","07288500",2011-09-14,86.3,"A",2011,9,14,"2011"
"USGS","07288500",2011-09-15,71,"A",2011,9,15,"2011"
"USGS","07288500",2011-09-16,75.7,"A",2011,9,16,"2011"
"USGS","07288500",2011-09-17,67.6,"A",2011,9,17,"2011"
"USGS","07288500",2011-09-18,60.7,"A",2011,9,18,"2011"
"USGS","07288500",2011-09-19,60,"A",2011,9,19,"2011"
"USGS","07288500",2011-09-20,67.9,"A",2011,9,20,"2011"
"USGS","07288500",2011-09-21,81.6,"A",2011,9,21,"2011"
"USGS","07288500",2011-09-22,101,"A",2011,9,22,"2011"
"USGS","07288500",2011-09-23,95.3,"A",2011,9,23,"2011"
"USGS","07288500",2011-09-24,75.9,"A",2011,9,24,"2011"
"USGS","07288500",2011-09-25,63.2,"A",2011,9,25,"2011"
"USGS","07288500",2011-09-26,571,"A",2011,9,26,"2011"
"USGS","07288500",2011-09-27,1240,"A",2011,9,27,"2011"
"USGS","07288500",2011-09-28,1170,"A",2011,9,28,"2011"
"USGS","07288500",2011-09-29,843,"A",2011,9,29,"2011"
"USGS","07288500",2011-09-30,511,"A",2011,9,30,"2011"
"USGS","07288500",2011-10-01,282,"A",2011,10,1,"2012"
"USGS","07288500",2011-10-02,151,"A",2011,10,2,"2012"
"USGS","07288500",2011-10-03,89.6,"A",2011,10,3,"2012"
"USGS","07288500",2011-10-04,61.4,"A",2011,10,4,"2012"
"USGS","07288500",2011-10-05,46.4,"A",2011,10,5,"2012"
"USGS","07288500",2011-10-06,34.8,"A",2011,10,6,"2012"
"USGS","07288500",2011-10-07,27,"A",2011,10,7,"2012"
"USGS","07288500",2011-10-08,21.7,"A",2011,10,8,"2012"
"USGS","07288500",2011-10-09,17.7,"A",2011,10,9,"2012"
"USGS","07288500",2011-10-10,19.4,"A",2011,10,10,"2012"
"USGS","07288500",2011-10-11,16.6,"A",2011,10,11,"2012"
"USGS","07288500",2011-10-12,12.5,"A",2011,10,12,"2012"
"USGS","07288500",2011-10-13,10.9,"A",2011,10,13,"2012"
"USGS","07288500",2011-10-14,11.1,"A",2011,10,14,"2012"
"USGS","07288500",2011-10-15,14.2,"A",2011,10,15,"2012"
"USGS","07288500",2011-10-16,21.4,"A",2011,10,16,"2012"
"USGS","07288500",2011-10-17,25.8,"A",2011,10,17,"2012"
"USGS","07288500",2011-10-18,22.7,"A",2011,10,18,"2012"
"USGS","07288500",2011-10-19,19,"A",2011,10,19,"2012"
"USGS","07288500",2011-10-20,15.6,"A",2011,10,20,"2012"
"USGS","07288500",2011-10-21,13.7,"A",2011,10,21,"2012"
"USGS","07288500",2011-10-22,13.1,"A",2011,10,22,"2012"
"USGS","07288500",2011-10-23,13.9,"A",2011,10,23,"2012"
"USGS","07288500",2011-10-24,18.2,"A",2011,10,24,"2012"
"USGS","07288500",2011-10-25,21.4,"A",2011,10,25,"2012"
"USGS","07288500",2011-10-26,31.7,"A",2011,10,26,"2012"
"USGS","07288500",2011-10-27,64.4,"A",2011,10,27,"2012"
"USGS","07288500",2011-10-28,67.9,"A",2011,10,28,"2012"
"USGS","07288500",2011-10-29,106,"A",2011,10,29,"2012"
"USGS","07288500",2011-10-30,345,"A",2011,10,30,"2012"
"USGS","07288500",2011-10-31,354,"A",2011,10,31,"2012"
"USGS","07288500",2011-11-01,237,"A",2011,11,1,"2012"
"USGS","07288500",2011-11-02,137,"A",2011,11,2,"2012"
"USGS","07288500",2011-11-03,82.3,"A",2011,11,3,"2012"
"USGS","07288500",2011-11-04,55.3,"A",2011,11,4,"2012"
"USGS","07288500",2011-11-05,42.3,"A",2011,11,5,"2012"
"USGS","07288500",2011-11-06,40,"A",2011,11,6,"2012"
"USGS","07288500",2011-11-07,42,"A",2011,11,7,"2012"
"USGS","07288500",2011-11-08,37.1,"A",2011,11,8,"2012"
"USGS","07288500",2011-11-09,34.1,"A",2011,11,9,"2012"
"USGS","07288500",2011-11-10,29.6,"A",2011,11,10,"2012"
"USGS","07288500",2011-11-11,29.5,"A",2011,11,11,"2012"
"USGS","07288500",2011-11-12,27.5,"A",2011,11,12,"2012"
"USGS","07288500",2011-11-13,27.2,"A",2011,11,13,"2012"
"USGS","07288500",2011-11-14,33.1,"A",2011,11,14,"2012"
"USGS","07288500",2011-11-15,32.1,"A",2011,11,15,"2012"
"USGS","07288500",2011-11-16,36.2,"A",2011,11,16,"2012"
"USGS","07288500",2011-11-17,90.5,"A",2011,11,17,"2012"
"USGS","07288500",2011-11-18,109,"A",2011,11,18,"2012"
"USGS","07288500",2011-11-19,72.4,"A",2011,11,19,"2012"
"USGS","07288500",2011-11-20,51.2,"A",2011,11,20,"2012"
"USGS","07288500",2011-11-21,44.2,"A",2011,11,21,"2012"
"USGS","07288500",2011-11-22,74.7,"A",2011,11,22,"2012"
"USGS","07288500",2011-11-23,1100,"A",2011,11,23,"2012"
"USGS","07288500",2011-11-24,1960,"A",2011,11,24,"2012"
"USGS","07288500",2011-11-25,2280,"A",2011,11,25,"2012"
"USGS","07288500",2011-11-26,2390,"A",2011,11,26,"2012"
"USGS","07288500",2011-11-27,2480,"A",2011,11,27,"2012"
"USGS","07288500",2011-11-28,2580,"A",2011,11,28,"2012"
"USGS","07288500",2011-11-29,2460,"A",2011,11,29,"2012"
"USGS","07288500",2011-11-30,2210,"A",2011,11,30,"2012"
"USGS","07288500",2011-12-01,1820,"A",2011,12,1,"2012"
"USGS","07288500",2011-12-02,1330,"A",2011,12,2,"2012"
"USGS","07288500",2011-12-03,881,"A",2011,12,3,"2012"
"USGS","07288500",2011-12-04,583,"A",2011,12,4,"2012"
"USGS","07288500",2011-12-05,1520,"A",2011,12,5,"2012"
"USGS","07288500",2011-12-06,3430,"A",2011,12,6,"2012"
"USGS","07288500",2011-12-07,4210,"A",2011,12,7,"2012"
"USGS","07288500",2011-12-08,4460,"A",2011,12,8,"2012"
"USGS","07288500",2011-12-09,4460,"A",2011,12,9,"2012"
"USGS","07288500",2011-12-10,4330,"A",2011,12,10,"2012"
"USGS","07288500",2011-12-11,4070,"A",2011,12,11,"2012"
"USGS","07288500",2011-12-12,3700,"A",2011,12,12,"2012"
"USGS","07288500",2011-12-13,3220,"A",2011,12,13,"2012"
"USGS","07288500",2011-12-14,2650,"A",2011,12,14,"2012"
"USGS","07288500",2011-12-15,1990,"A",2011,12,15,"2012"
"USGS","07288500",2011-12-16,1400,"A",2011,12,16,"2012"
"USGS","07288500",2011-12-17,1170,"A",2011,12,17,"2012"
"USGS","07288500",2011-12-18,1120,"A",2011,12,18,"2012"
"USGS","07288500",2011-12-19,1010,"A",2011,12,19,"2012"
"USGS","07288500",2011-12-20,814,"A",2011,12,20,"2012"
"USGS","07288500",2011-12-21,641,"A",2011,12,21,"2012"
"USGS","07288500",2011-12-22,1320,"A",2011,12,22,"2012"
"USGS","07288500",2011-12-23,2850,"A",2011,12,23,"2012"
"USGS","07288500",2011-12-24,3290,"A",2011,12,24,"2012"
"USGS","07288500",2011-12-25,3350,"A",2011,12,25,"2012"
"USGS","07288500",2011-12-26,3440,"A",2011,12,26,"2012"
"USGS","07288500",2011-12-27,3980,"A",2011,12,27,"2012"
"USGS","07288500",2011-12-28,4290,"A",2011,12,28,"2012"
"USGS","07288500",2011-12-29,4220,"A",2011,12,29,"2012"
"USGS","07288500",2011-12-30,3970,"A",2011,12,30,"2012"
"USGS","07288500",2011-12-31,3560,"A",2011,12,31,"2012"
"USGS","07288500",2012-01-01,3000,"A",2012,1,1,"2012"
"USGS","07288500",2012-01-02,2290,"A",2012,1,2,"2012"
"USGS","07288500",2012-01-03,1530,"A",2012,1,3,"2012"
"USGS","07288500",2012-01-04,924,"A",2012,1,4,"2012"
